input_name,accepted_name,source
Amolops gyirongensis,Amolops formosus,AmphibiaWeb
Amolops hainanensis,Amolops hainanensis,AmphibiaWeb
Amolops himalayanus,Amolops himalayanus,AmphibiaWeb
Amolops hongkongensis,Amolops hongkongensis,AmphibiaWeb
Amolops huanglianshanensis,Amolops huanglianshanensis,AmphibiaWeb
Amolops indoburmanensis,Amolops indoburmanensis,AmphibiaWeb
Amolops iriodes,Amolops iriodes,AmphibiaWeb
Amolops jaunsari,Amolops jaunsari,AmphibiaWeb
Amolops jinjiangensis,Amolops jinjiangensis,AmphibiaWeb
Amolops kamal,Amolops kamal,AmphibiaWeb
Amolops kangtingensis,Amolops mantzorum,AmphibiaWeb
Amolops kaulbacki,Amolops kaulbacki,AmphibiaWeb
Amolops kohimaensis,Amolops kohimaensis,AmphibiaWeb
Amolops larutensis,Amolops larutensis,AmphibiaWeb
Amolops liangshanensis,Amolops loloensis,AmphibiaWeb
Amolops lifanensis,Amolops lifanensis,AmphibiaWeb
Amolops loloensis,Amolops loloensis,AmphibiaWeb
Amolops longimanus,Amolops longimanus,AmphibiaWeb
Amolops mahabharatensis,Amolops mahabharatensis,AmphibiaWeb
Amolops mantzorum,Amolops mantzorum,AmphibiaWeb
Amolops marmoratus,Amolops marmoratus,AmphibiaWeb
Amolops medogensis,Amolops medogensis,AmphibiaWeb
Amolops mengdingensis,Amolops mengdingensis,AmphibiaWeb
Amolops mengyangensis,Amolops mengyangensis,AmphibiaWeb
Amolops minhlei,Amolops minhlei,AmphibiaWeb
Amolops minutus,Amolops minutus,AmphibiaWeb
Amolops monticola,Amolops monticola,AmphibiaWeb
Amolops nidorbellus,Amolops nidorbellus,AmphibiaWeb
Amolops nyingchiensis,Amolops nyingchiensis,AmphibiaWeb
Amolops ottorum,Amolops ottorum,AmphibiaWeb
Amolops pallasitatus,Amolops pallasitatus,AmphibiaWeb
Amolops panhai,Amolops panhai,AmphibiaWeb
Amolops putaoensis,Amolops putaoensis,AmphibiaWeb
Amolops ricketti,Amolops ricketti,AmphibiaWeb
Amolops sangzhiensis,Amolops sangzhiensis,AmphibiaWeb
Amolops shihaitaoi,Amolops shihaitaoi,AmphibiaWeb
Amolops shillong,Amolops shillong,AmphibiaWeb
Amolops shuichengicus,Amolops shuichengicus,AmphibiaWeb
Amolops siju,Amolops siju,AmphibiaWeb
Amolops sinensis,Amolops sinensis,AmphibiaWeb
Amolops spicalinea,Amolops spicalinea,AmphibiaWeb
Amolops spinapectoralis,Amolops spinapectoralis,AmphibiaWeb
Amolops splendissimus,Amolops splendissimus,AmphibiaWeb
Amolops taiwanianus,Odorrana swinhoana,AmphibiaWeb
Amolops tawang,Amolops tawang,AmphibiaWeb
Amolops teochew,Amolops teochew,AmphibiaWeb
Amolops terraorchis,Amolops terraorchis,AmphibiaWeb
Amolops tormotus,Odorrana tormota,AmphibiaWeb
Amolops torrentis,Amolops torrentis,AmphibiaWeb
Amolops truongi,Amolops truongi,AmphibiaWeb
Amolops tuanjieensis,Amolops tuanjieensis,AmphibiaWeb
Amolops tuberodepressus,Amolops tuberodepressus,AmphibiaWeb
Amolops viridimaculatus,Amolops viridimaculatus,AmphibiaWeb
Amolops vitreus,Amolops vitreus,AmphibiaWeb
Amolops wangyali,Amolops wangyali,AmphibiaWeb
Amolops wangyufani,Amolops wangyufani,AmphibiaWeb
Amolops wenshanensis,Amolops wenshanensis,AmphibiaWeb
Amolops wuyiensis,Amolops wuyiensis,AmphibiaWeb
Amolops xinduqiao,Amolops xinduqiao,AmphibiaWeb
Amolops yangi,Amolops yangi,AmphibiaWeb
Amolops yarlungzangbo,Amolops gerbillus,AmphibiaWeb
Amolops yatseni,Amolops yatseni,AmphibiaWeb
Amolops yunkaiensis,Amolops yunkaiensis,AmphibiaWeb
Amphignathodon guentheri,Gastrotheca guentheri,AmphibiaWeb
Amphiuma means,Amphiuma means,AmphibiaWeb
Amphiuma pholeter,Amphiuma pholeter,AmphibiaWeb
Amphiuma tridactylum,Amphiuma tridactylum,AmphibiaWeb
Amphodus acuminatus,Phyllodytes acuminatus,AmphibiaWeb
Amphodus auratus,Phyllodytes auratus,AmphibiaWeb
Amphodus piperatus,Phyllodytes luteolus,AmphibiaWeb
Amphodus tuberculosus,Phyllodytes tuberculosus,AmphibiaWeb
Amphodus wuchereri,Phyllodytes wuchereri,AmphibiaWeb
Anaides ferreus,Aneides ferreus,AmphibiaWeb
Anaxyrus americanus,Anaxyrus americanus,AmphibiaWeb
Anaxyrus americanus americanus,Anaxyrus americanus,AmphibiaWeb
Anaxyrus baxteri,Anaxyrus baxteri,AmphibiaWeb
Anaxyrus boreas,Anaxyrus boreas,AmphibiaWeb
Anaxyrus californicus,Anaxyrus californicus,AmphibiaWeb
Anaxyrus canorus,Anaxyrus canorus,AmphibiaWeb
Anaxyrus cognatus,Anaxyrus cognatus,AmphibiaWeb
Anaxyrus compactilis,Anaxyrus compactilis,AmphibiaWeb
Anaxyrus debilis,Anaxyrus debilis,AmphibiaWeb
Anaxyrus debilis debilis,Anaxyrus debilis,AmphibiaWeb
Anaxyrus exsul,Anaxyrus exsul,AmphibiaWeb
Anaxyrus fowleri,Anaxyrus fowleri,AmphibiaWeb
Anaxyrus hemiophrys,Anaxyrus hemiophrys,AmphibiaWeb
Anaxyrus houstonensis,Anaxyrus houstonensis,AmphibiaWeb
Anaxyrus kelloggi,Anaxyrus kelloggi,AmphibiaWeb
Anaxyrus mexicanus,Anaxyrus mexicanus,AmphibiaWeb
Anaxyrus microscaphus,Anaxyrus microscaphus,AmphibiaWeb
Anaxyrus monfontanus,Anaxyrus monfontanus,AmphibiaWeb
Anaxyrus nelsoni,Anaxyrus nelsoni,AmphibiaWeb
Anaxyrus nevadensis,Anaxyrus nevadensis,AmphibiaWeb
Anaxyrus punctatus,Anaxyrus punctatus,AmphibiaWeb
Anaxyrus quercicus,Anaxyrus quercicus,AmphibiaWeb
Anaxyrus retiformis,Anaxyrus retiformis,AmphibiaWeb
Anaxyrus speciosus,Anaxyrus speciosus,AmphibiaWeb
Anaxyrus terrestris,Anaxyrus terrestris,AmphibiaWeb
Anaxyrus williamsi,Anaxyrus williamsi,AmphibiaWeb
Anaxyrus woodhousii,Anaxyrus woodhousii,AmphibiaWeb
Anaxyrus woodhousii woodhousii,Anaxyrus woodhousii,AmphibiaWeb
Andinobates abditus,Andinobates abditus,AmphibiaWeb
Andinobates altobueyensis,Andinobates altobueyensis,AmphibiaWeb
Andinobates bombetes,Andinobates bombetes,AmphibiaWeb
Andinobates cassidyhornae,Andinobates cassidyhornae,AmphibiaWeb
Andinobates claudiae,Andinobates claudiae,AmphibiaWeb
Andinobates daleswansoni,Andinobates daleswansoni,AmphibiaWeb
Andinobates dorisswansonae,Andinobates dorisswansonae,AmphibiaWeb
Andinobates fulguritus,Andinobates fulguritus,AmphibiaWeb
Andinobates geminisae,Andinobates geminisae,AmphibiaWeb
Andinobates minutus,Andinobates minutus,AmphibiaWeb
Andinobates opisthomelas,Andinobates opisthomelas,AmphibiaWeb
Andinobates supata,Andinobates supata,AmphibiaWeb
Andinobates tolimensis,Andinobates tolimensis,AmphibiaWeb
Andinobates victimatus,Andinobates victimatus,AmphibiaWeb
Andinobates viridis,Andinobates viridis,AmphibiaWeb
Andinobates virolinensis,Andinobates virolinensis,AmphibiaWeb
Andrias cheni,Andrias cheni,AmphibiaWeb
Andrias davidianus,Andrias davidianus,AmphibiaWeb
Andrias japonicus,Andrias japonicus,AmphibiaWeb
Andrias jiangxiensis,Andrias jiangxiensis,AmphibiaWeb
Andrias sligoi,Andrias sligoi,AmphibiaWeb
Andrias yaoluopingensis,Andrias yaoluopingensis,AmphibiaWeb
Aneides aeneus,Aneides aeneus,AmphibiaWeb
Aneides caryaensis,Aneides caryaensis,AmphibiaWeb
Aneides ferreus,Aneides ferreus,AmphibiaWeb
Aneides flavipunctatus,Aneides flavipunctatus,AmphibiaWeb
Aneides hardii,Aneides hardii,AmphibiaWeb
Aneides hardyi,Aneides hardii,AmphibiaWeb
Aneides iecanus,Aneides iecanus,AmphibiaWeb
Aneides klamathensis,Aneides klamathensis,AmphibiaWeb
Aneides lugubris,Aneides lugubris,AmphibiaWeb
Aneides niger,Aneides niger,AmphibiaWeb
Aneides vagrans,Aneides vagrans,AmphibiaWeb
Anhydrophryne hewitti,Anhydrophryne hewitti,AmphibiaWeb
Anhydrophryne ngongoniensis,Anhydrophryne ngongoniensis,AmphibiaWeb
Anhydrophryne rattrayi,Anhydrophryne rattrayi,AmphibiaWeb
Anilany helenae,Anilany helenae,AmphibiaWeb
Anilany karsticola,Anilany karsticola,AmphibiaWeb
Annandia delacouri,Quasipaa delacouri,AmphibiaWeb
Anodonthyla boulengeri,Anodonthyla boulengerii,AmphibiaWeb
Anodonthyla boulengerii,Anodonthyla boulengerii,AmphibiaWeb
Anodonthyla emilei,Anodonthyla emilei,AmphibiaWeb
Anodonthyla eximia,Anodonthyla eximia,AmphibiaWeb
Anodonthyla hutchisoni,Anodonthyla hutchisoni,AmphibiaWeb
Anodonthyla jeanbai,Anodonthyla jeanbai,AmphibiaWeb
Anodonthyla montana,Anodonthyla montana,AmphibiaWeb
Anodonthyla moramora,Anodonthyla moramora,AmphibiaWeb
Anodonthyla nigrigularis,Anodonthyla nigrigularis,AmphibiaWeb
Anodonthyla pollicaris,Anodonthyla pollicaris,AmphibiaWeb
Anodonthyla rouxae,Anodonthyla rouxae,AmphibiaWeb
Anodonthyla theoi,Anodonthyla theoi,AmphibiaWeb
Anodonthyla vallani,Anodonthyla vallani,AmphibiaWeb
Anomaloglossus apiau,Anomaloglossus apiau,AmphibiaWeb
Anomaloglossus atopoglossus,Ectopoglossus atopoglossus,AmphibiaWeb
Anomaloglossus ayarzaguenai,Anomaloglossus ayarzaguenai,AmphibiaWeb
Anomaloglossus baeobatrachus,Anomaloglossus baeobatrachus,AmphibiaWeb
Anomaloglossus beebei,Anomaloglossus beebei,AmphibiaWeb
Anomaloglossus blanci,Anomaloglossus blanci,AmphibiaWeb
Anomaloglossus breweri,Anomaloglossus breweri,AmphibiaWeb
Anomaloglossus confusus,Ectopoglossus confusus,AmphibiaWeb
Anomaloglossus degranvillei,Anomaloglossus degranvillei,AmphibiaWeb
Anomaloglossus dewynteri,Anomaloglossus dewynteri,AmphibiaWeb
Anomaloglossus guanayensis,Anomaloglossus guanayensis,AmphibiaWeb
Anomaloglossus kaiei,Anomaloglossus kaiei,AmphibiaWeb
Anomaloglossus lacrimosus,Ectopoglossus lacrimosus,AmphibiaWeb
Anomaloglossus leopardus,Anomaloglossus leopardus,AmphibiaWeb
Anomaloglossus meansi,Anomaloglossus meansi,AmphibiaWeb
Anomaloglossus megacephalus,Anomaloglossus megacephalus,AmphibiaWeb
Anomaloglossus mitaraka,Anomaloglossus mitaraka,AmphibiaWeb
Anomaloglossus moffetti,Anomaloglossus moffetti,AmphibiaWeb
Anomaloglossus murisipanensis,Anomaloglossus murisipanensis,AmphibiaWeb
Anomaloglossus parimae,Anomaloglossus parimae,AmphibiaWeb
Anomaloglossus parkerae,Anomaloglossus parkerae,AmphibiaWeb
Anomaloglossus praderioi,Anomaloglossus praderioi,AmphibiaWeb
Anomaloglossus roraima,Anomaloglossus roraima,AmphibiaWeb
Anomaloglossus rufulus,Anomaloglossus rufulus,AmphibiaWeb
Anomaloglossus saramaka,Anomaloglossus saramaka,AmphibiaWeb
Anomaloglossus shrevei,Anomaloglossus shrevei,AmphibiaWeb
Anomaloglossus stepheni,Anomaloglossus stepheni,AmphibiaWeb
Anomaloglossus surinamensis,Anomaloglossus surinamensis,AmphibiaWeb
Anomaloglossus tamacuarensis,Anomaloglossus tamacuarensis,AmphibiaWeb
Anomaloglossus tepequem,Anomaloglossus tepequem,AmphibiaWeb
Anomaloglossus tepuyensis,Anomaloglossus tepuyensis,AmphibiaWeb
Anomaloglossus triunfo,Anomaloglossus triunfo,AmphibiaWeb
Anomaloglossus vacheri,Anomaloglossus vacheri,AmphibiaWeb
Anomaloglossus verbeeksnyderorum,Anomaloglossus verbeeksnyderorum,AmphibiaWeb
Anomaloglossus wothuja,Anomaloglossus wothuja,AmphibiaWeb
Anotheca spinosa,Triprion spinosus,AmphibiaWeb
Ansonia albomaculata,Ansonia albomaculata,AmphibiaWeb
Ansonia altitudinis,Ansonia fuliginea,AmphibiaWeb
Ansonia anotis,Sabahphrynus maculatus,AmphibiaWeb
Ansonia echinata,Ansonia echinata,AmphibiaWeb
Ansonia endauensis,Ansonia endauensis,AmphibiaWeb
Ansonia fuliginea,Ansonia fuliginea,AmphibiaWeb
Ansonia glandulosa,Ansonia glandulosa,AmphibiaWeb
Ansonia guibei,Ansonia guibei,AmphibiaWeb
Ansonia hanitschi,Ansonia hanitschi,AmphibiaWeb
Ansonia infernalis,Ansonia infernalis,AmphibiaWeb
Ansonia inthanon,Ansonia inthanon,AmphibiaWeb
Ansonia jeetsukumarani,Ansonia jeetsukumarani,AmphibiaWeb
Ansonia kanak,Ansonia kanak,AmphibiaWeb
Ansonia karen,Ansonia karen,AmphibiaWeb
Ansonia kelabitensis,Ansonia kelabitensis,AmphibiaWeb
Ansonia khaochangensis,Ansonia khaochangensis,AmphibiaWeb
Ansonia kraensis,Ansonia kraensis,AmphibiaWeb
Ansonia kyaiktiyoensis,Ansonia kyaiktiyoensis,AmphibiaWeb
Ansonia latidisca,Ansonia latidisca,AmphibiaWeb
Ansonia latiffi,Ansonia latiffi,AmphibiaWeb
Ansonia latirostra,Ansonia latirostra,AmphibiaWeb
Ansonia leptopus,Ansonia leptopus,AmphibiaWeb
Ansonia longidigita,Ansonia longidigita,AmphibiaWeb
Ansonia lumut,Ansonia lumut,AmphibiaWeb
Ansonia malayana,Ansonia malayana,AmphibiaWeb
Ansonia mcgregori,Ansonia mcgregori,AmphibiaWeb
Ansonia minuta,Ansonia minuta,AmphibiaWeb
Ansonia muelleri,Ansonia muelleri,AmphibiaWeb
Ansonia penangensis,Ansonia penangensis,AmphibiaWeb
Ansonia phuketensis,Ansonia phuketensis,AmphibiaWeb
Ansonia pilokensis,Ansonia pilokensis,AmphibiaWeb
Ansonia platysoma,Ansonia platysoma,AmphibiaWeb
Ansonia siamensis,Ansonia siamensis,AmphibiaWeb
Ansonia smeagol,Ansonia smeagol,AmphibiaWeb
Ansonia spinulifer,Ansonia spinulifer,AmphibiaWeb
Ansonia teneritas,Ansonia teneritas,AmphibiaWeb
Ansonia thinthinae,Ansonia thinthinae,AmphibiaWeb
Ansonia tiomanica,Ansonia tiomanica,AmphibiaWeb
Ansonia torrentis,Ansonia torrentis,AmphibiaWeb
Ansonia vidua,Ansonia vidua,AmphibiaWeb
Anstisia alba,Anstisia alba,AmphibiaWeb
Anstisia lutea,Anstisia lutea,AmphibiaWeb
Anstisia rosea,Anstisia rosea,AmphibiaWeb
Anstisia vitellina,Anstisia vitellina,AmphibiaWeb
Aparasphenodon arapapa,Aparasphenodon arapapa,AmphibiaWeb
Aparasphenodon bokermanni,Aparasphenodon bokermanni,AmphibiaWeb
Aparasphenodon brunoi,Aparasphenodon brunoi,AmphibiaWeb
Aparasphenodon pomba,Aparasphenodon pomba,AmphibiaWeb
Aparasphenodon venezolanus,Aparasphenodon venezolanus,AmphibiaWeb
Aphantophryne minuta,Aphantophryne minuta,AmphibiaWeb
Aphantophryne pansa,Aphantophryne pansa,AmphibiaWeb
Aphantophryne sabini,Aphantophryne sabini,AmphibiaWeb
Aplastodiscus albofrenatus,Aplastodiscus albofrenatus,AmphibiaWeb
Aplastodiscus albosignatus,Aplastodiscus albosignatus,AmphibiaWeb
Aplastodiscus arildae,Aplastodiscus arildae,AmphibiaWeb
Aplastodiscus aulophonus,Aplastodiscus aulophonus,AmphibiaWeb
Aplastodiscus callipygius,Aplastodiscus albosignatus,AmphibiaWeb
Aplastodiscus cavicola,Aplastodiscus cavicola,AmphibiaWeb
Aplastodiscus cochranae,Aplastodiscus cochranae,AmphibiaWeb
Aplastodiscus ehrhardti,Aplastodiscus ehrhardti,AmphibiaWeb
Aplastodiscus eugenioi,Aplastodiscus eugenioi,AmphibiaWeb
Aplastodiscus flumineus,Aplastodiscus flumineus,AmphibiaWeb
Aplastodiscus heterophonicus,Aplastodiscus heterophonicus,AmphibiaWeb
Aplastodiscus ibirapitanga,Aplastodiscus ibirapitanga,AmphibiaWeb
Aplastodiscus leucopygius,Aplastodiscus leucopygius,AmphibiaWeb
Aplastodiscus lutzorum,Aplastodiscus lutzorum,AmphibiaWeb
Aplastodiscus musicus,Aplastodiscus musicus,AmphibiaWeb
Aplastodiscus perviridis,Aplastodiscus perviridis,AmphibiaWeb
Aplastodiscus sibilatus,Aplastodiscus sibilatus,AmphibiaWeb
Aplastodiscus weygoldti,Aplastodiscus weygoldti,AmphibiaWeb
Aquiloeurycea cafetalera,Aquiloeurycea cafetalera,AmphibiaWeb
Aquiloeurycea cephalica,Aquiloeurycea cephalica,AmphibiaWeb
Aquiloeurycea galeanae,Aquiloeurycea galeanae,AmphibiaWeb
Aquiloeurycea praecellens,Aquiloeurycea praecellens,AmphibiaWeb
Aquiloeurycea quetzalanensis,Aquiloeurycea quetzalanensis,AmphibiaWeb
Aquiloeurycea scandens,Aquiloeurycea scandens,AmphibiaWeb
Arcovomer moqueca,Arcovomer moqueca,AmphibiaWeb
Arcovomer passarellii,Arcovomer passarellii,AmphibiaWeb
Arcovomer ubatuba,Arcovomer ubatuba,AmphibiaWeb
Arenophryne rotunda,Arenophryne rotunda,AmphibiaWeb
Arenophryne xiphorhyncha,Arenophryne xiphorhyncha,AmphibiaWeb
Argenteohyla siemersi,Argenteohyla siemersi,AmphibiaWeb
Arlequinus krebsi,Arlequinus krebsi,AmphibiaWeb
Aromobates alboguttatus,Aromobates alboguttatus,AmphibiaWeb
Aromobates cannatellai,Aromobates cannatellai,AmphibiaWeb
Aromobates capurinensis,Aromobates capurinensis,AmphibiaWeb
Aromobates duranti,Aromobates duranti,AmphibiaWeb
Aromobates ericksonae,Aromobates ericksonae,AmphibiaWeb
Aromobates haydeeae,Aromobates haydeeae,AmphibiaWeb
Aromobates inflexus,Aromobates inflexus,AmphibiaWeb
Aromobates leopardalis,Aromobates leopardalis,AmphibiaWeb
Aromobates mayorgai,Aromobates mayorgai,AmphibiaWeb
Aromobates meridensis,Aromobates meridensis,AmphibiaWeb
Aromobates molinarii,Aromobates molinarii,AmphibiaWeb
Aromobates nocturnus,Aromobates nocturnus,AmphibiaWeb
Aromobates ornatissimus,Aromobates ornatissimus,AmphibiaWeb
Aromobates orostoma,Aromobates orostoma,AmphibiaWeb
Aromobates saltuensis,Aromobates saltuensis,AmphibiaWeb
Aromobates serranus,Aromobates serranus,AmphibiaWeb
Aromobates tokuko,Aromobates tokuko,AmphibiaWeb
Aromobates walterarpi,Aromobates walterarpi,AmphibiaWeb
Aromobates zippeli,Aromobates zippeli,AmphibiaWeb
Arthroleptella atermina,Arthroleptella atermina,AmphibiaWeb
Arthroleptella bicolor,Arthroleptella bicolor,AmphibiaWeb
Arthroleptella draconella,Arthroleptella draconella,AmphibiaWeb
Arthroleptella drewesii,Arthroleptella drewesii,AmphibiaWeb
Arthroleptella hewitti,Anhydrophryne hewitti,AmphibiaWeb
Arthroleptella kogelbergensis,Arthroleptella kogelbergensis,AmphibiaWeb
Arthroleptella landdrosia,Arthroleptella landdrosia,AmphibiaWeb
Arthroleptella lightfooti,Arthroleptella lightfooti,AmphibiaWeb
Arthroleptella rugosa,Arthroleptella rugosa,AmphibiaWeb
Arthroleptella subvoce,Arthroleptella subvoce,AmphibiaWeb
Arthroleptella villiersi,Arthroleptella villiersi,AmphibiaWeb
Arthroleptides dutoiti,Arthroleptides dutoiti,AmphibiaWeb
Arthroleptides martiensseni,Arthroleptides martiensseni,AmphibiaWeb
Arthroleptides yakusini,Arthroleptides yakusini,AmphibiaWeb
Arthroleptis adelphus,Arthroleptis adelphus,AmphibiaWeb
Arthroleptis adolfifriederici,Arthroleptis adolfifriederici,AmphibiaWeb
Arthroleptis affinis,Arthroleptis affinis,AmphibiaWeb
Arthroleptis anotis,Arthroleptis anotis,AmphibiaWeb
Arthroleptis aureoli,Arthroleptis aureoli,AmphibiaWeb
Arthroleptis bioko,Arthroleptis bioko,AmphibiaWeb
Arthroleptis bivittatus,Arthroleptis bivittatus,AmphibiaWeb
Arthroleptis brevipes,Arthroleptis brevipes,AmphibiaWeb
Arthroleptis carquejai,Arthroleptis carquejai,AmphibiaWeb
Arthroleptis crusculum,Arthroleptis crusculum,AmphibiaWeb
Arthroleptis discodactylus,Arthroleptis schubotzi,AmphibiaWeb
Arthroleptis fichika,Arthroleptis fichika,AmphibiaWeb
Arthroleptis formosus,Arthroleptis formosus,AmphibiaWeb
Arthroleptis francei,Arthroleptis francei,AmphibiaWeb
Arthroleptis hematogaster,Arthroleptis hematogaster,AmphibiaWeb
Arthroleptis kidogo,Arthroleptis kidogo,AmphibiaWeb
Arthroleptis krokosua,Arthroleptis krokosua,AmphibiaWeb
Arthroleptis kutogundua,Arthroleptis kutogundua,AmphibiaWeb
Arthroleptis lameerei,Arthroleptis lameerei,AmphibiaWeb
Arthroleptis langeri,Arthroleptis langeri,AmphibiaWeb
Arthroleptis lonnbergi,Arthroleptis stenodactylus,AmphibiaWeb
Arthroleptis loveridgei,Arthroleptis loveridgei,AmphibiaWeb
Arthroleptis mamiwakisaraensis,Arthroleptis mamiwakisaraensis,AmphibiaWeb
Arthroleptis mossoensis,Arthroleptis mossoensis,AmphibiaWeb
Arthroleptis nguruensis,Arthroleptis nguruensis,AmphibiaWeb
Arthroleptis nikeae,Arthroleptis nikeae,AmphibiaWeb
Arthroleptis nimbaensis,Arthroleptis nimbaensis,AmphibiaWeb
Arthroleptis nlonakoensis,Arthroleptis nlonakoensis,AmphibiaWeb
Arthroleptis nyungwensis,Arthroleptis nyungwensis,AmphibiaWeb
Arthroleptis palava,Arthroleptis palava,AmphibiaWeb
Arthroleptis perreti,Arthroleptis perreti,AmphibiaWeb
Arthroleptis phrynoides,Arthroleptis phrynoides,AmphibiaWeb
Arthroleptis poecilonotus,Arthroleptis poecilonotus,AmphibiaWeb
Arthroleptis pyrrhoscelis,Arthroleptis pyrrhoscelis,AmphibiaWeb
Arthroleptis reichei,Arthroleptis reichei,AmphibiaWeb
Arthroleptis schubotzi,Arthroleptis schubotzi,AmphibiaWeb
Arthroleptis spinalis,Arthroleptis spinalis,AmphibiaWeb
Arthroleptis stenodactylus,Arthroleptis stenodactylus,AmphibiaWeb
Arthroleptis stridens,Arthroleptis stridens,AmphibiaWeb
Arthroleptis sylvaticus,Arthroleptis sylvaticus,AmphibiaWeb
Arthroleptis taeniatus,Arthroleptis taeniatus,AmphibiaWeb
Arthroleptis tanneri,Arthroleptis tanneri,AmphibiaWeb
Arthroleptis tokba,Phrynobatrachus tokba,AmphibiaWeb
Arthroleptis troglodytes,Arthroleptis troglodytes,AmphibiaWeb
Arthroleptis tuberosus,Arthroleptis tuberosus,AmphibiaWeb
Arthroleptis variabilis,Arthroleptis variabilis,AmphibiaWeb
Arthroleptis vercammeni,Arthroleptis vercammeni,AmphibiaWeb
Arthroleptis wageri,Arthroleptis wageri,AmphibiaWeb
Arthroleptis wahlbergii,Arthroleptis wahlbergii,AmphibiaWeb
Arthroleptis xenochirus,Arthroleptis xenochirus,AmphibiaWeb
Arthroleptis xenodactyloides,Arthroleptis xenodactyloides,AmphibiaWeb
Arthroleptis xenodactylus,Arthroleptis xenodactylus,AmphibiaWeb
Arthroleptis zimmeri,Arthroleptis zimmeri,AmphibiaWeb
Ascaphus montanus,Ascaphus montanus,AmphibiaWeb
Ascaphus truei,Ascaphus truei,AmphibiaWeb
Asperomantis ambohitra,Gephyromantis ambohitra,AmphibiaWeb
Asperomantis angano,Gephyromantis angano,AmphibiaWeb
Asperomantis ceratophrys,Gephyromantis ceratophrys,AmphibiaWeb
Assa darlingtoni,Assa darlingtoni,AmphibiaWeb
Assa wollumbin,Assa wollumbin,AmphibiaWeb
Asterophrys eurydactylus,Asterophrys eurydactylus,AmphibiaWeb
Asterophrys foja,Asterophrys foja,AmphibiaWeb
Asterophrys leucopus,Asterophrys leucopus,AmphibiaWeb
Asterophrys marani,Asterophrys marani,AmphibiaWeb
Asterophrys pullifer,Asterophrys pullifer,AmphibiaWeb
Asterophrys slateri,Asterophrys slateri,AmphibiaWeb
Asterophrys turpicola,Asterophrys turpicola,AmphibiaWeb
Astrobatrachus kurichiyana,Astrobatrachus kurichiyana,AmphibiaWeb
Astylosternus batesi,Astylosternus batesi,AmphibiaWeb
Astylosternus diadematus,Astylosternus diadematus,AmphibiaWeb
Astylosternus fallax,Astylosternus fallax,AmphibiaWeb
Astylosternus laticephalus,Astylosternus laticephalus,AmphibiaWeb
Astylosternus laurenti,Astylosternus laurenti,AmphibiaWeb
Astylosternus montanus,Astylosternus montanus,AmphibiaWeb
Astylosternus nganhanus,Astylosternus nganhanus,AmphibiaWeb
Astylosternus occidentalis,Astylosternus occidentalis,AmphibiaWeb
Astylosternus perreti,Astylosternus perreti,AmphibiaWeb
Astylosternus ranoides,Astylosternus ranoides,AmphibiaWeb
Astylosternus rheophilus,Astylosternus rheophilus,AmphibiaWeb
Astylosternus schioetzi,Astylosternus schioetzi,AmphibiaWeb
Atelognathus ceii,Atelognathus nitoi,AmphibiaWeb
Atelognathus jeinimenensis,Atelognathus jeinimenensis,AmphibiaWeb
